,title,movie_id,tags
504,The Secret Life of Pets,328111,"the quiet life of a terrier named max is upended when his owner takes in duke, a stray whom max instantly dislikes. animation family pet bunny anthropomorphism dog animal apartmentbuilding sewer terrier manhattan,newyorkcity rodent mongrel louisc.k. ericstonestreet kevinhart jennyslate lakebell bobbymoynihan albertbrooks elliekemper hannibalburess danacarvey stevecoogan tarastrong chrisrenaud michaelbeattie sandraecheverría jaimecamil kielyrenaud bobbergen jasonmarsden jimcummings monamarshall briant.delaney larainenewman billfarmer janrabson jessharnell kenschretzmann johnkassir dannymann jimward tylerwerrin chrisrenaud"
505,The League of Extraordinary Gentlemen,8698,"to prevent a world war from breaking out, famous characters from victorian literature band together to do battle against a cunning villain. fantasy action thriller sciencefiction savingtheworld vampire bite men invisibleman captainnemo allanquatermain venezia immortal seanconnery petawilson shanewest stuarttownsend jasonflemyng tonycurran naseeruddinshah richardroxburgh maxryan tomgoodman-hill davidhemmings terryo'neill rudolfpellar robertwillox robertorr joelkirby marekvašut ewartjameswalters robertvahey sylvestermorand marianotitanti huggyleaver jamesbabson pavelbezdek stanislavadamickij michaelmcguffie michalgrün sanshella ellensavaria rizmeedin sartajgarewal neranpersaud andrewrajan stephennorrington"
506,Despicable Me 2,93456,gru is recruited by the anti-villain league to help deal with a powerful new super criminal. animation comedy family secretagent bakery fallinginlove fatherdaughterrelationship duringcreditsstinger firstdate minions 3d stevecarell kristenwiig benjaminbratt mirandacosgrove russellbrand kenjeong stevecoogan elsiekatefisher danagaier moisésarias nasimpedrad kristenschaal pierrecoffin chrisrenaud nickolaistoilov vanessabayer avaacres lorialan jackangel evabella georgiacook johncygan debiderryberry jessharnell dannymann monamarshall mickiemcgowan masonmcnulty alecmedlock larainenewman janrabson andrerobinson katiesilverman caseysimpson clairanicoletitman jimward aprilwinchell baileygambertoglio sherrylynn pierrecoffin chrisrenaud
507,Independence Day,602,"on july 2, a giant alien mothership enters orbit around earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. on july 3, the united states conducts a coordinated counterattack that fails. on july 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile. action adventure sciencefiction spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle willsmith billpullman jeffgoldblum marymcdonnell juddhirsch robertloggia randyquaid margaretcolin vivicaa.fox jamesrebhorn harveyfierstein adambaldwin jamesduval lisajakub giuseppeandrews harryconnickjr. maewhitman kierstenwarren johnstorey franknovak devongummersall lelandorser mirrone.willis rosslacy davidpressman raphaelsbarge bobbyhosea danlauria stevegiannelli ericpaskel carloslacámara johnbennettperry troywillis timkelleher waynewilderson jayacovone janamariehupp robertpine davidchannell johncapodice gregcollins derekwebster markfite levanuchaneishvili kristofkonrad kevinsifuentes elstonridgle randyoglesby jackmoore barrydelsherman lymanward anthonycrivello richardspeightjr. joefowler sharontay peterj.lucas yelenadanova johnnykim vanessaj.wells sayedbadreya adamtomei johnbradley kimberlybeck andrewkeegan jimpiddock patskipper erickavari brentspiner jameswong rolandemmerich"
508,The Lost World: Jurassic Park,330,"four years after jurassic park's genetically bred dinosaurs ran amok, multimillionaire john hammond shocks chaos theorist ian malcolm by revealing that hammond has been breeding more beasties at a secret location. malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller. adventure action sciencefiction exoticisland dna paleontology tyrannosaurusrex velociraptor sandiego dinosaur jurassicpark animalhorror jeffgoldblum juliannemoore petepostlethwaite richardattenborough vincevaughn arlisshoward vanessaleechester josephmazzello arianarichards stevenspielberg peterstormare camillabelle thomasrosales,jr. thomasf.duffy richardschiff harveyjason ianabercrombie brianturk katyboyer coltonjames larryguardino eliroth eliroth stevenspielberg"
509,Madagascar,953,"zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. after escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to africa. when their ship capsizes, stranding them on madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals. family animation lion hippopotamus giraffe penguin zebra benstiller chrisrock davidschwimmer jadapinkettsmith sachabaroncohen pacoleón cedrictheentertainer andyrichter tommcgrath christopherknights chrismiller conradvernon ericdarnell davidcowgill elisagabrielli stephenapostolina devikaparikh davidp.smith codycameron bobsaget jeffreykatzenberg ericdarnell tommcgrath"
510,Children of Men,9693,"in 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind. drama action thriller sciencefiction policestate hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying cliveowen michaelcaine juliannemoore charliehunnam chiwetelejiofor clare-hopeashitey dannyhuston petermullan juangabrielyacuzzi mishalhusain robcurling mariamcerlane michaelhaughey phaldutsharma tehminasunny michaelklesic ilariobisi-pedro carolinelenaolsson dhafferl'abidine jonchevalier ritadavies kimfenton chrisgilbert phoebehawthorne atalantawhite laurencewoodbridge miriamkarlin philippaurquhart jodyhalse martinamessing simonpoland barnabyedwards edwestwick valeriegriffiths billycook pamferris garyhoptrough robinch jamiekenna mauricelee brunoouvrard denisemack jacekkoman joyrichardson milenkajames somidesouza franciscolabbe thorstonmanderlay georgiagoodman dorothygrumbar barrymartin keithdunphy raymondtrickitt nabilshaban gorankostić oanapellea farukpruti yolandavazquez andrewbrooke davidolawaleayinde andycallaghan raydonn forbeskb jamesfiddy p.d.james jamielengyel jeffleslie joãocostamenezes vidalsancho johnwarman paulwarren yanayanezic rebeccahoward alfonsocuarón"
511,X-Men,36657,"two mutants, rogue and wolverine, come to a private academy for their kind whose resident superhero team, the x-men, must oppose a terrorist organization with similar powers. adventure action sciencefiction mutant marvelcomic superhero basedoncomicbook superhuman patrickstewart hughjackman ianmckellen halleberry famkejanssen jamesmarsden annapaquin rebeccaromijn raypark tylermane brucedavison matthewsharp rhonashekter kennethmcgregor shawnroberts stanlee shawnashmore sumelakay alexburton bryansinger"
512,Wanted,8909,"doormat wesley gibson discovers that his recently murdered father – who wesley never knew – belonged to a secret guild of assassins. after a leather-clad sexpot drafts wesley into the society, he hones his innate killing skills and turns avenger. action thriller crime assassin lossoffather secretsociety missionofmurder revenge angelinajolie jamesmcavoy morganfreeman thomaskretschmann terencestamp common marcwarren kristenhager davido'hara konstantinkhabenskiy datobakhtadze bradcalcaterra lornascott chrispratt sophiyahaque briancaspe marko'neal bridgetmcmanus timurbekmambetov"
513,The Rock,9802,"a group of renegade marine commandos seizes a stockpile of chemical weapons and takes over alcatraz, with 81 tourists as hostages. their leader demands $100 million to be paid, as restitution to families of marines who died in covert ops – or he will launch 15 rockets carrying deadly vx gas into the san francisco bay area. action adventure thriller sanfrancisco fbi gasattack alcatraz hostagesituation fbiagent seanconnery nicolascage edharris johnspencer davidmorse williamforsythe michaelbiehn vanessamarcil johnc.mcginley bokeemwoodbine claireforlani gregorysporleder tonytodd gregcollins brendankelly steveharris dannynucci celesteweaver toddlouiso davidbowe raquelkrelle jimmaniaci billydevlin xanderberkeley raymondcruz michaelbay"
514,Ice Age: The Meltdown,950,"diego, manny and sid return in this sequel to the hit animated movie ice age. this time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. the impending disaster prompts them to reunite and warn all the other beasts about the desperate situation. animation family comedy adventure mammoth sloth iceage barrierice icemelting iceberg flooding adventure lovers deluge saber-toothedtiger rayromano johnleguizamo denisleary queenlatifah seannwilliamscott joshpeck jayleno willarnett chriswedge peterackerman caitlinroseanderson connoranderson josephbologna jackcrocicchia peterdeseve arielwinter clealewis stephenroot nicoledefelice debiderryberry marshallefron tomfahn jasonfricchione jamesedmundgodwin georgejacobs brianscottmcfadden jansenpanettiere gregoryromano matthewromano carlossaldanha manoelascarpasaldanha sofiascarpasaldanha reynashaskan jamessie cindyslattery mindysterling alexsullivan renéetaylor alantudyk claudiabesso jessharnell madeleinemartin carlossaldanha"
